movieId,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
5481,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5502,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
5618,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5669,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5816,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5952,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5956,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
5989,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
6016,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
6333,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
6365,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
6373,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False
6377,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6378,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6502,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
6539,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
6711,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
6863,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6870,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
6874,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
6934,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
6942,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
7143,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
7147,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
7153,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
7361,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
7438,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
8360,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
8368,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
8636,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
8641,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8644,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
8665,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
8874,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
8961,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30707,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
30793,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
32587,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
33493,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
33679,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
33794,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
34162,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
35836,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
40815,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
41566,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
44191,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
45499,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
45722,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
46578,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
48385,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48394,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
48516,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
48774,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
48780,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False
49272,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
49530,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False
50872,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
51255,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
51662,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
52973,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
53125,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
54001,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
54286,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
54503,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55820,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
56174,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False
56367,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
58559,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
59315,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
59784,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
60069,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
63082,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
68157,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
68358,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
68954,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
69122,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
69844,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
70286,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
71535,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
72998,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
73017,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
74458,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
76093,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
78499,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
79132,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False
80463,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
81845,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
89745,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
91500,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
91529,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
99114,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
106782,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
109374,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109487,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
112852,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
122904,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
